name,iso_country,municipality,icao_code,iata_code
Liverpool John Lennon Airport,GB,Liverpool,EGGP,LPL
London Luton Airport,GB,"Luton, Bedfordshire",EGGW,LTN
Land's End Airport,GB,"Land's End, Cornwall",EGHC,LEQ
St. Mary's Airport,GB,"St. Mary's, Isles of Scilly",EGHE,ISC
Bournemouth Airport,GB,Bournemouth,EGHH,BOH
Southampton Airport,GB,Southampton,EGHI,SOU
Cornwall Airport Newquay,GB,Newquay,EGHQ,NQY
London Gatwick Airport,GB,London,EGKK,LGW
London City Airport,GB,London,EGLC,LCY
London Heathrow Airport,GB,London,EGLL,LHR
London Southend Airport,GB,"Southend-on-Sea, Essex",EGMC,SEN
Humberside Airport,GB,"Grimsby, Lincolnshire",EGNJ,HUY
Leeds Bradford Airport,GB,"Leeds, West Yorkshire",EGNM,LBA
Newcastle International Airport,GB,"Newcastle upon Tyne, Tyne and Wear",EGNT,NCL
Teesside International Airport,GB,"Darlington, Durham",EGNV,MME
East Midlands Airport,GB,Nottingham,EGNX,EMA
Kirkwall Airport,GB,Orkney Islands,EGPA,KOI
Sumburgh Airport,GB,"Lerwick, Shetland",EGPB,LSI
Wick John O'Groats Airport,GB,Wick,EGPC,WIC
Aberdeen International Airport,GB,Aberdeen,EGPD,ABZ
Inverness Airport,GB,Inverness,EGPE,INV
Glasgow Airport,GB,Glasgow,EGPF,GLA
Edinburgh Airport,GB,Edinburgh,EGPH,EDI
Islay Airport,GB,"Isle of Islay, Argyll and Bute",EGPI,ILY
Glasgow Prestwick Airport,GB,"Prestwick, South Ayrshire",EGPK,PIK
Benbecula Airport,GB,Balivanich,EGPL,BEB
Dundee Airport,GB,Dundee,EGPN,DND
Stornoway Airport,GB,"Stornoway, Western Isles",EGPO,SYY
Barra Airport,GB,Eoligarry,EGPR,BRR
Tiree Airport,GB,Balemartine,EGPU,TRE
Norwich Airport,GB,"Norwich, Norfolk",EGSH,NWI
London Stansted Airport,GB,London,EGSS,STN
Exeter International Airport,GB,"Exeter, Devon",EGTE,EXT
Maurice Bishop International Airport,GD,Saint George's,TGPY,GND
Lauriston Airport,GD,Carriacou Island,TGPZ,CRU
David the Builder Kutaisi International Airport,GE,Kopitnari,UGKO,KUT
Batumi International Airport,GE,Batumi,UGSB,BUS
Sukhumi Babushara /  Vladislav Ardzinba International Airport,GE,Sukhumi,UGSS,SUI
Tbilisi International Airport,GE,Tbilisi,UGTB,TBS
Cayenne – Félix Eboué Airport,GF,Matoury,SOCA,CAY
Saint-Laurent-du-Maroni Airport,GF,Saint-Laurent-du-Maroni,SOOM,LDX
Alderney Airport,GG,Saint Anne,EGJA,ACI
Guernsey Airport,GG,Saint Peter Port,EGJB,GCI
Kotoka International Airport,GH,Accra,DGAA,ACC
Tamale Airport,GH,Tamale,DGLE,TML
Kumasi Airport,GH,Kumasi,DGSI,KMS
Sunyani Airport,GH,Sunyani,DGSN,NYI
Takoradi Airport,GH,Sekondi-Takoradi,DGTK,TKD
Gibraltar Airport,GI,Gibraltar,LXGB,GIB
Aasiaat Airport,GL,Aasiaat,BGAA,JEG
Narsarsuaq Airport,GL,Narsarsuaq,BGBW,UAK
Neerlerit Inaat Airport,GL,Neerlerit Inaat,BGCO,CNP
Nuuk Airport,GL,Nuuk,BGGH,GOH
Ilulissat Airport,GL,Ilulissat,BGJN,JAV
Kulusuk Airport,GL,Kulusuk,BGKK,KUS
Maniitsoq Airport,GL,Maniitsoq,BGMQ,JSU
Paamiut Airport,GL,Paamiut,BGPT,JFR
Qaanaaq Airport,GL,Qaanaaq,BGQQ,NAQ
Kangerlussuaq Airport,GL,Kangerlussuaq,BGSF,SFJ
Sisimiut Airport,GL,Sisimiut,BGSS,JHS
Pituffik Space Base,GL,Pituffik,BGTL,THU
Upernavik Airport,GL,Upernavik,BGUK,JUV
Qaarsut Airport,GL,Uummannaq,BGUQ,JQA
Banjul International Airport,GM,Yundum,GBYD,BJL
Conakry International Airport,GN,Conakry,GUCY,CKY
La Désirade Airport,GP,Grande Anse,TFFA,DSD
Basse-Terre Baillif Airport,GP,Basse-Terre,TFFB,BBR
St-François Airport,GP,St-François,TFFC,SFC
Marie-Galante Airport,GP,Grand-Bourg,TFFM,GBJ
Guadeloupe - Maryse Condé International Airport,GP,Pointe-à-Pitre,TFFR,PTP
Bata Airport,GQ,Bata,FGBT,BSG
Malabo Airport,GQ,Malabo,FGSL,SSG
Alexandroupoli Democritus Airport,GR,Alexandroupolis,LGAL,AXD
Athens Eleftherios Venizelos International Airport,GR,Spata-Artemida,LGAV,ATH
Nea Anchialos National Airport,GR,Nea Anchialos,LGBL,VOL
Chios Island National Airport,GR,Chios Island,LGHI,JKH
Ikaria Airport,GR,Ikaria Island,LGIK,JIK
Ioannina King Pyrrhus National Airport,GR,Ioannina,LGIO,IOA
Heraklion International Nikos Kazantzakis Airport,GR,Heraklion,LGIR,HER
Kastoria National Airport Aristotle,GR,Argos Orestiko,LGKA,KSO
Kithira Airport,GR,Kithira Island,LGKC,KIT
Kefallinia Airport,GR,Kefallinia Island,LGKF,EFL
Kastelorizo Airport,GR,Kastelorizo Island,LGKJ,KZS
Kalamata Airport,GR,Kalamata,LGKL,KLX
Kos Airport,GR,Kos Island,LGKO,KGS
Karpathos Airport,GR,Karpathos Island,LGKP,AOK
Corfu Ioannis Kapodistrias International Airport,GR,Kerkyra (Corfu),LGKR,CFU
Kasos Airport,GR,Kasos Island,LGKS,KSJ
Kavala Alexander the Great International Airport,GR,Kavala,LGKV,KVA
Kalymnos Airport,GR,Kalymnos Island,LGKY,JKL
Kozani National Airport Filippos,GR,Kozani,LGKZ,KZI
Leros Airport,GR,Leros Island,LGLE,LRS
Limnos Airport,GR,Limnos Island,LGLM,LXS
Mykonos Island National Airport,GR,Mykonos,LGMK,JMK
Milos Airport,GR,Milos Island,LGML,MLO
Mytilene International Airport,GR,Mytilene,LGMT,MJT
Naxos Island National Airport,GR,Naxos,LGNX,JNX
Paros National Airport,GR,Paros,LGPA,PAS
Astypalaia Airport,GR,Astypalaia Island,LGPL,JTY
Aktion National Airport,GR,Preveza,LGPZ,PVK
Diagoras Airport,GR,Rhodes,LGRP,RHO
Patras Araxos Agamemnon Airport,GR,Patras,LGRX,GPA
Chania International Airport,GR,Souda,LGSA,CHQ
Skiathos Island National Airport,GR,Skiathos,LGSK,JSI
Samos Airport,GR,Samos Island,LGSM,SMI
Syros Airport,GR,Syros Island,LGSO,JSY
Santorini Airport,GR,Santorini Island,LGSR,JTR
Sitia Airport,GR,Crete Island,LGST,JSH
Skiros Airport,GR,Skiros Island,LGSY,SKU
Thessaloniki Macedonia International Airport,GR,Thessaloniki,LGTS,SKG
Zakynthos International Airport Dionysios Solomos,GR,Zakynthos,LGZA,ZTH
La Aurora Airport,GT,Guatemala City,MGGT,GUA
Huehuetenango Airport,GT,Huehuetenango,MGHT,HUG
Puerto Barrios Airport,GT,Puerto Barrios,MGPB,PBR
Quezaltenango Airport,GT,Quezaltenango,MGQZ,AAZ
Retalhuleu Airport,GT,Retalhuleu,MGRT,RER
Antonio B. Won Pat International Airport,GU,Hagåtña,PGUM,GUM
Osvaldo Vieira International Airport,GW,Bissau,GGOV,OXB
Cheddi Jagan International Airport,GY,Georgetown,SYCJ,GEO
Kaieteur International Airport,GY,Kaieteur Falls,SYKA,KAI
Lethem Airport,GY,Lethem,SYLT,LTM
Hong Kong International Airport,HK,Hong Kong,VHHH,HKG
Goloson International Airport,HN,La Ceiba,MHLC,LCE
Ramón Villeda Morales International Airport,HN,San Pedro Sula,MHLM,SAP
La Laguna Airport,HN,Guanaja,MHNJ,GJA
Puerto Lempira Airport,HN,Puerto Lempira,MHPL,PEU
Juan Manuel Gálvez International Airport,HN,Coxen Hole,MHRO,RTB
Palmerola International Airport / José Enrique Soto Cano Air Base,HN,Palmerola,MHPR,XPL
Toncontín International Airport,HN,Tegucigalpa,MHTG,TGU
Utila Airport,HN,Utila Island,MHUT,UII
Dubrovnik Ruđer Bošković Airport,HR,Čilipi,LDDU,DBV
Osijek Airport,HR,Klisa,LDOS,OSI
Pula Airport,HR,Pula,LDPL,PUY
Rijeka Airport,HR,Omišalj,LDRI,RJK
Brač Airport,HR,Gornji Humac,LDSB,BWK
Split Airport,HR,Kaštel Štafilić,LDSP,SPU
Zagreb Franjo Tuđman International Airport,HR,Velika Gorica,LDZA,ZAG
Zadar Airport,HR,Zemunik Donji (Zadar),LDZD,ZAD
Antoine-Simon International Airport,HT,Les Cayes,MTCA,CYA
Cap Haitien International Airport,HT,Cap Haitien,MTCH,CAP
Jérémie Airport,HT,Carrefour Sanon,MTJE,JEE
Toussaint Louverture International Airport,HT,Port-au-Prince,MTPP,PAP
Budapest Liszt Ferenc International Airport,HU,Budapest,LHBP,BUD
Debrecen International Airport,HU,Debrecen,LHDC,DEB
Pécs-Pogány Airport,HU,Pécs,LHPP,PEV
Hévíz–Balaton Airport,HU,Sármellék,LHSM,SOB
Nop Goliat Dekai Airport,ID,Dekai,WAVD,DEX
Maleo Airport,ID,Morowali,WAFO,MOH
Hasanuddin International Airport,ID,Ujung Pandang,WAAA,UPG
Frans Kaisiepo Airport,ID,Biak,WABB,BIK
Sultan Muhammad Salahuddin Airport,ID,"Palibelo, Bima",WADB,BMU
Denpasar I Gusti Ngurah Rai International Airport,ID,"Kuta, Badung",WADD,DPS
Lombok International Airport,ID,"Mataram (Pujut, Lombok Tengah)",WADL,LOP
Sultan Muhammad Kaharuddin III Airport,ID,Sumbawa Besar,WADS,SWQ
Tambolaka Airport,ID,Radamata,WATK,TMC
Umbu Mehang Kunda Airport,ID,Waingapu-Sumba Island,WATU,WGP
Banyuwangi Airport,ID,"Rogojampi, Banyuwangi",WADY,BWX
Sultan Babullah Airport,ID,Sango,WAEE,TTE
Toraja Airport,ID,Toraja,WAFB,TRT
Bua - Palopo Lagaligo Airport,ID,Palopo,WAFD,LLO
Mutiara - SIS Al-Jufrie Airport,ID,Palu,WAFF,PLW
Tanjung Api Airport,ID,Tojo Una-Una,WAFU,OJU
Haji Muhammad Sidik Airport,ID,Muara Teweh,WAGB,HMS
Seruyan Kuala Pembuang Airport,ID,Seruyan,WAGF,KLP
Tjilik Riwut Airport,ID,Palangkaraya,WAGG,PKY
Yogyakarta International Airport,ID,Yogyakarta,WAHI,YIA
Tunggul Wulung Airport,ID,Cilacap,WAHL,CXP
Dewadaru Airport,ID,Karimunjawa,WAHU,KWB
Bokondini Airport,ID,Bokondini,WAJB,BUI
Dortheys Hiyo Eluay International Airport,ID,Sentani,WAJJ,DJJ
Oksibil Airport,ID,Oksibil,WAJO,OKL
Mopah International Airport,ID,Merauke,WAKK,MKQ
Tanah Merah Airport,ID,Tanah Merah,WAKT,TMH
Datadawai Airport,ID,Datadawai-Borneo Island,WALJ,DTD
Sultan Aji Muhammad Sulaiman Sepinggan International Airport,ID,Balikpapan,WALL,BPN
Juwata International Airport / Suharnoko Harbani AFB,ID,Tarakan,WAQQ,TRK
Aji Pangeran Tumenggung Pranoto International Airport,ID,Samarinda,WALS,AAP
Jalaluddin Airport,ID,Gorontalo-Celebes Island,WAMG,GTO
Naha Airport,ID,"Tabukan Utara, Sangihe Islands",WAMH,NAH
Bolaang Mongondow Airport,ID,Lolak,WAMI,LKM
Sam Ratulangi Airport,ID,Manado,WAMM,MDC
Buol - Pogogul Airport,ID,Buol-Celebes Island,WAFY,UOL
Bersujud Airport,ID,Batu Licin,WAOC,BTW
Iskandar Airport,ID,Pangkalanbun,WAGI,PKN
Gusti Syamsir Alam Airport,ID,Stagen,WAOK,KBU
Warukin Airport,ID,Tanta-Tabalong,WAON,TJG
Syamsudin Noor International Airport,ID,Landasan Ulin,WAOO,BDJ
Sampit (Hasan) Airport,ID,Sampit,WAGS,SMQ
Karel Sadsuitubun Airport,ID,Langgur,WAPF,LUV
Namniwel Airport,ID,Namniwel,WAPN,NAM
Pattimura International Airport,ID,Ambon,WAPP,AMQ
Kalimarau Airport,ID,Tanjung Redeb - Borneo Island,WAQT,BEJ
Abdul Rachman Saleh Airport,ID,Malang,WARA,MLG
Notohadinegoro Airport,ID,Jember,WARE,JBB
Adisutjipto Airport,ID,Yogyakarta,WAHH,JOG
Adisumarmo Airport,ID,Surakarta,WAHQ,SOC
Juanda International Airport,ID,Surabaya,WARR,SUB
Achmad Yani Airport,ID,Semarang,WAHS,SRG
Fakfak Airport,ID,Fakfak,WASF,FKQ
Kaimana Airport,ID,Kaimana,WASK,KNG
Marinda Airport,ID,Waisai,WASN,RJM
Rendani Airport,ID,Manokwari,WAUU,MKW
Domine Eduard Osok Airport,ID,Sorong,WASS,SOQ
AA Bere Tallo (Haliwen) Airport,ID,Atambua,WATA,ABU
Frans Xavier Seda Airport,ID,Waioti,WATC,MOF
H. Hasan Aroeboesman (Ende) Airport,ID,Ende,WATE,ENE
Frans Sales Lega Airport,ID,"Satar Tacik, Manggarai",WATG,RTG
Larantuka Gewayentana Airport,ID,Tiwatobi,WATL,LKA
Alor Island - Mali Airport,ID,Kabola,WATM,ARD
Komodo Airport,ID,"Labuan Bajo, Manggarai Barat",WATO,LBJ
El Tari Airport,ID,Kupang,WATT,KOE
Wamena Airport,ID,Wamena,WAVV,WMX
Matahora Airport,ID,Wangi-wangi Island,WAWD,WNI
Selayar - Haji Aroeppala Airport,ID,Benteng,WAWH,KSR
Sangia Nibandera Airport,ID,Kolaka,WAWP,KXB
Haluoleo Airport,ID,Kendari,WAWW,KDI
Sultan Syarif Kasim II International Airport / Roesmin Nurjadin AFB,ID,Pekanbaru,WIBB,PKU
Pinang Kampai Airport,ID,Dumai,WIBD,DUM
Kertajati International Airport,ID,Kertajati,WICA,KJT
Husein Sastranegara International Airport,ID,Bandung,WICC,BDO
Nusawiru Airport,ID,Cijulang,WICN,CJN
Hang Nadim International Airport,ID,Batam,WIDD,BTH
Raja Haji Fisabilillah International Airport,ID,Tanjung Pinang-Bintan Island,WIDN,TNJ
Halim Perdanakusuma International Airport,ID,Jakarta,WIHH,HLP
Soekarno-Hatta International Airport,ID,Jakarta,WIII,CGK
Radin Inten II International Airport,ID,Bandar Lampung,WILL,TKG
Malikus Saleh Airport,ID,Lhok Seumawe-Sumatra Island,WIMA,LSW
Binaka Airport,ID,Gunungsitoli,WIMB,GNS
Kualanamu International Airport,ID,Beringin,WIMM,KNO
Silangit Airport,ID,Siborong-Borong,WIMN,DTB
Dr. Ferdinand Lumban Tobing Airport,ID,Sibolga (Pinangsori),WIMS,FLZ
H A S Hanandjoeddin International Airport,ID,Tanjung Pandan,WIKT,TJQ
Nanga Pinoh Airport,ID,Nanga Pinoh-Borneo Island,WIOG,NPO
Rahadi Osman Airport,ID,Ketapang,WIOK,KTG
Supadio Airport,ID,Pontianak,WIOO,PNK
Pangsuma Airport,ID,Putussibau-Borneo Island,WIOP,PSU
Tebelian Airport,ID,Sintang,WIOS,SQG
Sultan Thaha Airport,ID,Jambi,WIJJ,DJB
Depati Amir Airport,ID,Pangkal Pinang,WIKK,PGK
Fatmawati Soekarno Airport,ID,Bengkulu,WIGG,BKS
Sultan Mahmud Badaruddin II Airport,ID,Palembang,WIPP,PLM
Pendopo Airport,ID,Talang Gudang-Sumatra Island,WIPQ,PDO
Minangkabau International Airport,ID,Padang (Katapiang),WIEE,PDG
Cut Nyak Dhien Airport,ID,Kuala Pesisir,WITC,MEQ
Rembele Airport,ID,Takengon,WITK,TXE
Sultan Iskandar Muda International Airport,ID,Banda Aceh,WITT,BTJ
Mathilda Batlayeri Airport,ID,Saumlaki-Yamdena Island,WAPS,SXK
Yuvai Semaring Airport,ID,Long Bawan,WAQJ,LBW
LNG Badak Airport,ID,Bontang-Borneo Island,WALC,BXT
Long Apung Airport,ID,Long Apung-Borneo Island,WAQL,LPU
Connemara Regional Airport,IE,Inverin,EICA,NNR
Cork Airport,IE,Cork,EICK,ORK
Donegal Airport,IE,Donegal,EIDL,CFN
Dublin Airport,IE,Dublin,EIDW,DUB
Inishmore Aerodrome,IE,Inis Mór,EIIM,IOR
Inisheer Aerodrome,IE,Inis Oírr,EIIR,INQ
Ireland West Knock Airport,IE,Charlestown,EIKN,NOC
Kerry Airport,IE,Farranfore,EIKY,KIR
Inishmaan Aerodrome,IE,Inis Meáin,EIMN,IIA
Shannon Airport,IE,Shannon,EINN,SNN
Ben Gurion International Airport,IL,Tel Aviv,LLBG,TLV
Ramon International Airport,IL,Eilat,LLER,ETM
Haifa International Airport,IL,Haifa,LLHA,HFA
Isle of Man Airport,IM,Castletown,EGNS,IOM
Ayodhya Airport,IN,Faizabad,VEAY,AYJ
Sindhudurg Airport,IN,Chipi,VOSR,SDW
Navi Mumbai International Airport,IN,Navi Mumbai,VANM,NMI
Maa Mahamaya Airport,IN,Ambikapur,VEAP,AHA
Jagdalpur Airport,IN,Jagdalpur,VEJR,JGB
Diu Airport,IN,Diu,VADU,DIU
Gondia Airport,IN,Gondia,VAGD,GDB
Sardar Vallabh Bhai Patel International Airport,IN,Ahmedabad,VAAH,AMD
Aurangabad Airport,IN,Aurangabad,VAAU,IXU
Chhatrapati Shivaji International Airport,IN,Mumbai,VABB,BOM
Bhuj Airport,IN,Bhuj,VABJ,BHJ
Belagavi Airport,IN,Belgaum,VOBM,IXG
Vadodara Airport,IN,Vadodara,VABO,BDQ
Raja Bhoj International Airport,IN,Bhopal,VABP,BHO
Bhavnagar Airport,IN,Bhavnagar,VABV,BHU
Hubli Airport,IN,Hubli,VOHB,HBX
Devi Ahilyabai Holkar Airport,IN,Indore,VAID,IDR
Jabalpur Airport,IN,Jabalpur,VAJB,JLR
Jalgaon Airport,IN,Jalgaon,VAJL,JLG
Jamnagar Airport,IN,Jamnagar,VAJM,JGA
Kandla Airport,IN,Kandla,VAKE,IXY
Kolhapur Airport,IN,Kolhapur,VAKP,KLH
Keshod Airport,IN,Keshod,VAKS,IXK
Murod Kond Airport,IN,Latur,VALT,LTU
Dr. Babasaheb Ambedkar International Airport,IN,Nagpur,VANP,NAG
Nashik Airport,IN,Nasik,VAOZ,ISK
Pune Airport / Lohagaon Air Force Station,IN,Pune,VAPO,PNQ
Porbandar Airport,IN,Porbandar,VAPR,PBD
Rajkot Airport,IN,Rajkot,VARK,RAJ
Shirdi Airport,IN,Kakadi,VASD,SAG
Surat Airport,IN,Surat,VASU,STV
Maharana Pratap Airport,IN,Udaipur,VAUD,UDR
Agartala - Maharaja Bir Bikram Airport,IN,Agartala,VEAT,IXA
Bagdogra Airport,IN,Siliguri,VEBD,IXB
Shillong Airport,IN,Shillong,VEBI,SHL
Lal Bahadur Shastri Airport,IN,Varanasi,VEBN,VNS
Biju Patnaik International Airport,IN,Bhubaneswar,VEBS,BBI
Bilaspur Airport,IN,Bilaspur,VEBU,PAB
Netaji Subhash Chandra Bose International Airport,IN,Kolkata,VECC,CCU
Kazi Nazrul Islam Airport,IN,Durgapur,VEDG,RDP
Darbhanga Airport,IN,Darbhanga,VEDH,DBR
Deoghar Airport,IN,Deoghar,VEDO,DGH
Gorakhpur Airport,IN,Gorakhpur,VEGK,GOP
Lokpriya Gopinath Bordoloi International Airport,IN,Guwahati,VEGT,GAU
Gaya Airport,IN,Gaya,VEGY,GAY
Imphal Airport,IN,Imphal,VEIM,IMF
Jorhat Airport,IN,Jorhat,VEJT,JRH
Silchar Airport,IN,Silchar,VEKU,IXS
Lengpui Airport,IN,Aizawl (Lengpui),VELP,AJL
Lilabari North Lakhimpur Airport,IN,Lilabari,VELR,IXI
Dibrugarh Airport,IN,Dibrugarh,VEMN,DIB
Dimapur Airport,IN,Dimapur,VEMR,DMU
Jay Prakash Narayan Airport,IN,Patna,VEPT,PAT
Birsa Munda Airport,IN,Ranchi,VERC,IXR
Visakhapatnam Airport,IN,Visakhapatnam,VOVZ,VTZ
Agra Airport / Agra Air Force Station,IN,Agra,VIAG,AGR
Prayagraj Airport,IN,Allahabad,VEAB,IXD
Sri Guru Ram Dass Jee International Airport,IN,Amritsar,VIAR,ATQ
Adampur Airport,IN,Adampur,VIAX,AIP
Kullu Manali Airport,IN,Bhuntar,VIBR,KUU
Bareilly Air Force Station,IN,Bareilly,VIBY,BEK
Chandigarh International Airport,IN,Chandigarh,VICG,IXC
Dehradun Jolly Grant Airport,IN,Dehradun (Jauligrant),VIDN,DED
Indira Gandhi International Airport,IN,New Delhi,VIDP,DEL
Hindon Airport / Hindon Air Force Station,IN,Ghaziabad,VIDX,HDO
Kangra Airport,IN,Kangra,VIGG,DHM
Gwalior Airport,IN,Gwalior,VIGR,GWL
Hisar Airport,IN,Hisar,VIHR,HSS
Jodhpur Airport,IN,Jodhpur,VIJO,JDH
Jaipur International Airport,IN,Jaipur,VIJP,JAI
Jammu Airport,IN,Jammu,VIJU,IXJ
Kishangarh Airport Ajmer,IN,Ajmer (Kishangarh),VIKG,KQH
Leh Kushok Bakula Rimpochee Airport,IN,Leh,VILH,IXL
Chaudhary Charan Singh International Airport,IN,Lucknow,VILK,LKO
Pathankot Airport,IN,Pathankot,VIPK,IXP
Pantnagar Airport,IN,Pantnagar,VIPT,PGH
Sheikh ul Alam International Airport,IN,Srinagar,VISR,SXR
Agatti Airport,IN,Agatti,VOAT,AGX
Kempegowda International Airport,IN,Bangalore,VOBL,BLR
Vijayawada Airport,IN,Gannavaram,VOBZ,VGA
Coimbatore International Airport,IN,Coimbatore,VOCB,CJB
Cochin International Airport,IN,Kochi,VOCI,COK
Calicut International Airport,IN,Calicut,VOCL,CCJ
Kadapa Airport,IN,Kadapa,VOCP,CDP
Manohar International Airport,IN,Mopa,VOGA,GOX
Kalaburagi Airport,IN,Kalaburagi,VOGB,GBI
Dabolim Airport,IN,Vasco da Gama,VOGO,GOI
Rajiv Gandhi International Airport,IN,Hyderabad,VOHS,HYD
Kannur International Airport,IN,Kannur,VOKN,CNN
Kurnool Airport,IN,Orvakal,VOKU,KJB
Madurai Airport,IN,Madurai,VOMD,IXM
Mangalore International Airport,IN,Mangalore,VOML,IXE
Chennai International Airport,IN,Chennai,VOMM,MAA
Mysore Airport,IN,Mysore,VOMY,MYQ
Veer Savarkar International Airport / INS Utkrosh,IN,Port Blair,VOPB,IXZ
Pondicherry Airport,IN,Puducherry (Pondicherry),VOPC,PNY
Rajahmundry Airport,IN,Madhurapudi,VORY,RJA
Tuticorin Airport,IN,Vagaikulam,VOTK,TCR
Tirupati Airport,IN,Tirupati,VOTP,TIR
Tiruchirappalli International Airport,IN,Tiruchirappalli,VOTR,TRZ
Thiruvananthapuram International Airport,IN,Thiruvananthapuram,VOTV,TRV
Baghdad International Airport / New Al Muthana Air Base,IQ,Baghdad,ORBI,BGW
Erbil International Airport,IQ,Arbil,ORER,EBL
Basra International Airport,IQ,Basra,ORMM,BSR
Al Najaf International Airport,IQ,Najaf,ORNI,NJF
Sulaymaniyah International Airport,IQ,Sulaymaniyah,ORSU,ISU
Abadan Airport,IR,Abadan,OIAA,ABD
Dezful Airport,IR,Dezful,OIAD,DEF
Gachsaran Airport,IR,Gachsaran,OIAH,GCH
Mahshahr Airport,IR,Mahshahr,OIAM,MRX
Lieutenant General Qasem Soleimani International Airport,IR,Ahvaz,OIAW,AWZ
Abu Musa Island Airport,IR,Abu Musa,OIBA,AEU
Bushehr Airport,IR,Bushehr,OIBB,BUZ
Kish International Airport,IR,Kish Island,OIBK,KIH
Bandar Lengeh International Airport,IR,Bandar Lengeh,OIBL,BDH
Persian Gulf International Airport,IR,Khiyaroo,OIBP,PGU
Khark Airport,IR,Khark,OIBQ,KHK
Shahid Ashrafi Esfahani Airport,IR,Kermanshah,OICC,KSH
Kashan Airport,IR,Kashan,OIFK,KKS
Isfahan Shahid Beheshti International Airport,IR,Isfahan,OIFM,IFN
Sardar-e-Jangal Airport,IR,Rasht,OIGG,RAS
Hamadan Airport,IR,Hamadan,OIHH,HDM
Imam Khomeini International Airport,IR,Tehran,OIIE,IKA
Mehrabad International Airport,IR,Tehran,OIII,THR
Payam Karaj International Airport,IR,Karaj,OIIP,PYK
Semnan Municipal Airport,IR,Semnan,OIIS,SNX
Bandar Abbas International Airport,IR,Bandar Abbas,OIKB,BND
Ayatollah Hashemi Rafsanjani International Airport,IR,Kerman,OIKK,KER
Bam Airport,IR,Bam,OIKM,BXR
Qeshm Dayrestan International Airport,IR,Dayrestan,OIKQ,GSM
Rafsanjan Airport,IR,Rafsanjan,OIKR,RJN
Birjand International Airport,IR,Birjand,OIMB,XBJ
Mashhad International Airport,IR,Mashhad,OIMM,MHD
Bojnord Airport,IR,Bojnord,OIMN,BJB
Sabzevar National Airport,IR,Sabzevar,OIMS,AFZ
Nowshahr Airport,IR,Nowshahr,OINN,NSH
Ramsar Airport,IR,Ramsar,OINR,RZR
Sari Dasht-e Naz International Airport,IR,Sari,OINZ,SRY
Lar Airport,IR,Lar,OISL,LRR
Lamerd Airport,IR,Lamerd,OISR,LFM
Shiraz Shahid Dastghaib International Airport,IR,Shiraz,OISS,SYZ
Ardabil Airport,IR,Ardabil,OITL,ADU
Parsabad-Moghan Airport,IR,Parsabad,OITP,PFQ
Urmia Airport,IR,Urmia,OITR,OMH
Tabriz International Airport,IR,Tabriz,OITT,TBZ
Shahid Sadooghi Airport,IR,Yazd,OIYY,AZD
Chabahar Konarak International Airport,IR,Konarak,OIZC,ZBR
Zahedan International Airport,IR,Zahedan,OIZH,ZAH
Jask Airport,IR,Bandar-e-Jask,OIZJ,JSK
Akureyri Airport,IS,Akureyri,BIAR,AEY
Egilsstaðir Airport,IS,Egilsstaðir,BIEG,EGS
Grímsey Airport,IS,Grímsey,BIGR,GRY
Hornafjörður Airport,IS,Höfn,BIHN,HFN
Húsavík Airport,IS,Húsavík,BIHU,HZK
Ísafjörður Airport,IS,Ísafjörður,BIIS,IFJ
Keflavik International Airport,IS,Reykjavík,BIKF,KEF
Reykjavík Domestic Airport,IS,Reykjavík,BIRK,RKV
Þórshöfn Airport,IS,Þórshöfn,BITN,THO
Vopnafjörður Airport,IS,Vopnafjörður,BIVO,VPN
Crotone Sant'Anna Pythagoras Airport,IT,Isola di Capo Rizzuto (KR),LIBC,CRV
Bari Karol Wojtyła International Airport,IT,Bari,LIBD,BRI
Foggia Gino Lisa Airport,IT,Foggia (FG),LIBF,FOG
Abruzzo Airport,IT,Pescara,LIBP,PSR
Brindisi Airport,IT,Brindisi,LIBR,BDS
Lamezia Terme Sant'Eufemia International Airport,IT,Lamezia Terme (CZ),LICA,SUF
Comiso Airport,IT,Comiso,LICB,CIY
Catania-Fontanarossa Airport,IT,Catania,LICC,CTA
Lampedusa Airport,IT,Lampedusa,LICD,LMP
Pantelleria Airport,IT,Pantelleria (TP),LICG,PNL
Falcone–Borsellino Airport,IT,Palermo,LICJ,PMO
Reggio Calabria Airport,IT,Reggio Calabria,LICR,REG
Vincenzo Florio Airport Trapani-Birgi,IT,Trapani (TP),LICT,TPS
Alghero-Fertilia Airport,IT,Alghero,LIEA,AHO
Cagliari Elmas Airport,IT,Cagliari,LIEE,CAG
Olbia Costa Smeralda Airport,IT,Olbia (SS),LIEO,OLB
Milan Malpensa International Airport,IT,Ferno (VA),LIMC,MXP
Milan Bergamo Airport / Antonio Locatelli Air Base,IT,Orio al Serio (BG),LIME,BGY
Turin Airport,IT,Caselle Torinese (TO),LIMF,TRN
Genoa Cristoforo Colombo Airport,IT,Genova (GE),LIMJ,GOA
Milano Linate Airport,IT,Segrate (MI),LIML,LIN
Parma Airport,IT,Parma (PR),LIMP,PMF
Cuneo International Airport,IT,Levaldigi (CN),LIMZ,CUF
Bolzano Airport,IT,Bolzano (BZ),LIPB,BZO
Bologna Guglielmo Marconi Airport,IT,Bologna,LIPE,BLQ
Treviso Antonio Canova Airport,IT,Treviso (TV),LIPH,TSF
Forlì Luigi Ridolfi Airport,IT,Forlì (FC),LIPK,FRL
